ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code,CSK count,Murcko count
CHEMBL116354,CCCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,997,6,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,357.58,6.06,intermediate,1,30,15
CHEMBL116643,CCCCCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,318,6.5,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,301.47,4.5,intermediate,1,30,8
CHEMBL116738,CCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,59,7.23,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,329.53,5.28,active,2,30,15
CHEMBL1169582,CO[C@@H](C)[C@@H]1CC23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4C12CCN(C)C3C5,4.8,8.32,B,CHEMBL233,Mu opioid receptor,CHEMBL1132936,Binding affinity against cloned human Opioid receptor mu 1 transfected onto CHO cells using [3H]DAMGO,1,Scientific Literature,J Med Chem,2000,383.49,2.65,highly_active,3,13,2
CHEMBL1169583,CO[C@H](C)[C@@H]1CC23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4C12CCN(C)C3C5,1.6,8.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1132936,Binding affinity against cloned human opioid mu receptors transfected onto CHO cells using [3H]DAMGO,1,Scientific Literature,J Med Chem,2000,383.49,2.65,highly_active,3,13,2
CHEMBL117128,C[C@@H]1C2Cc3ccc(O)cc3[C@]1(C)CCN2C,1378,5.86,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,231.34,2.55,inactive,0,30,8
CHEMBL117183,CCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,15,7.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,287.45,4.11,active,2,30,15
CHEMBL117319,CCCN1CC[C@@]2(C)c3cc(O)ccc3CC1[C@H]2C,943,6.03,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,259.39,3.33,intermediate,1,30,8
CHEMBL117321,CCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,126,6.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,343.56,5.67,intermediate,1,30,15
CHEMBL117379,CCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,1.5,8.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994,259.39,3.33,highly_active,3,30,15
CHEMBL1201294,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,12.37,7.91,B,CHEMBL233,Mu opioid receptor,CHEMBL5046218,Displacement of [3H]DAMGO from human mu opioid receptor expressed in HEK293 cell membrane incubated for 60 mins by radioligand binding assay,1,Scientific Literature,J Med Chem,2021,452.6,5.48,active,2,21,15
CHEMBL121403,CCC(=O)N(c1ccccc1)[C@@H]1CCN(C[C@@H](O)c2ccccc2)C[C@H]1C,0.06,10.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1133578,Binding affinity against Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2000,366.51,3.87,highly_active,3,15,13
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,1600,5.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1139291,Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,263.38,2.63,inactive,0,30,7
CHEMBL12391,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@H]1C,0.02,10.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1133578,Binding affinity against Opioid receptor mu 1,1,Scientific Literature,J Med Chem,2000,350.51,4.38,highly_active,3,15,13
CHEMBL136196,C[C@H]1CN(CCCc2ccccc2)CC[C@@]1(C)c1cccc(C(N)=O)c1,3.1,8.51,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,350.51,4.02,highly_active,3,17,13
CHEMBL136421,CNC(=O)c1cccc([C@]2(C)CCN(CCc3ccccc3)C[C@@H]2C)c1,71,7.15,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,350.51,3.89,active,2,19,15
CHEMBL136612,C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c1cccc(N)c1,150,6.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,308.47,4.11,intermediate,1,19,15
CHEMBL136838,C[C@H]1CN(Cc2ccc(C(C)(C)C)cc2)CC[C@@]1(C)c1cccc(C(N)=O)c1,3.2,8.49,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,378.56,4.88,highly_active,3,29,24
CHEMBL13786,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,19,7.72,B,CHEMBL233,Mu opioid receptor,CHEMBL1139195,Displacement of [3H]diprenorphine from human cloned mu opioid receptor,1,Scientific Literature,Bioorg Med Chem Lett,2007,573.67,-0.46,active,2,26,26
CHEMBL138036,C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c1cccc(CO)c1,11,7.96,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,323.48,4.02,active,2,19,15
CHEMBL138408,COc1cccc(CN2CC[C@@](C)(c3cccc(C(N)=O)c3)[C@@H](C)C2)c1,15,7.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,352.48,3.59,active,2,29,24
CHEMBL138448,C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c1cccc(C(=O)N(C)C)c1,1200,5.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,364.53,4.23,inactive,0,19,15
CHEMBL138465,C[C@H]1CN(Cc2cccc(O)c2)CC[C@@]1(C)c1cccc(C(N)=O)c1,29,7.54,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,338.45,3.29,active,2,29,24
CHEMBL138473,C[C@H]1CN(Cc2cccc(Cl)c2)CC[C@@]1(C)c1cccc(C(N)=O)c1,9.7,8.01,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,356.9,4.24,highly_active,3,29,24
CHEMBL138750,CC(=O)Nc1cccc([C@]2(C)CCN(CCc3ccccc3)C[C@@H]2C)c1,68,7.17,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,350.51,4.49,active,2,19,15
CHEMBL138778,C[C@H]1CN(Cc2ccc(N(C)C)cc2)CC[C@@]1(C)c1cccc(C(N)=O)c1,5.3,8.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,365.52,3.65,highly_active,3,29,24
CHEMBL138842,COc1ccc(CN2CC[C@@](C)(c3cccc(C(N)=O)c3)[C@@H](C)C2)cc1,5.5,8.26,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,352.48,3.59,highly_active,3,29,24
CHEMBL138930,CC(CCN1CC[C@@](C)(c2cccc(C(N)=O)c2)[C@@H](C)C1)CC(C)(C)C,0.5,9.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,358.57,4.85,highly_active,3,30,21
CHEMBL139180,CC(CCN1CC[C@@](C)(c2cccc(C(N)=O)c2)[C@@H](C)C1)c1ccccc1,5,8.3,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,364.53,4.58,highly_active,3,17,13
CHEMBL1400,CN(C)C[C@H]1CCCC[C@]1(O)c1cccc(O)c1,13,7.89,B,CHEMBL233,Mu opioid receptor,CHEMBL3808393,Displacement of [3H]DAMGO from human MOR expressed in CHO cell membranes after 60 mins,1,Scientific Literature,ACS Med Chem Lett,2016,249.35,2.33,active,2,30,7
CHEMBL140138,C[C@H]1CN(CC2CCCCC2)CC[C@@]1(C)c1cccc(C(N)=O)c1,69,7.16,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,328.5,3.97,active,2,29,1
CHEMBL140278,Oc1ccc2c3c1O[C@H]1[C@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,0.19,9.72,B,CHEMBL233,Mu opioid receptor,CHEMBL1139291,Displacement of [3H]DAMGO form human mu opioid receptor expressed in CHO cells,1,Scientific Literature,Bioorg Med Chem Lett,2009,343.42,1.32,highly_active,3,18,11
CHEMBL141261,COc1ccc(CN2CC[C@@](C)(c3cccc(C(N)=O)c3)[C@@H](C)C2)c(OC)c1,8.8,8.06,B,CHEMBL233,Mu opioid receptor,CHEMBL1136497,"Inhibition of binding of the non-selective opioid antagonist, [3H]diprenorphine, to cloned human mu opioid receptor",1,Scientific Literature,Bioorg Med Chem Lett,2003,382.5,3.6,highly_active,3,29,24
CHEMBL1457,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,9.5,8.02,B,CHEMBL233,Mu opioid receptor,CHEMBL2046406,Displacement of [3H]-DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2012,299.37,1.93,highly_active,3,12,3
CHEMBL1627,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,0.6,9.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1140103,Displacement of [3H]DAMGO from mu opioid receptor,1,Scientific Literature,J Med Chem,2008,463.02,4.75,highly_active,3,21,15
CHEMBL1650842,OCC1(N2CCC(n3c(-c4ccc(F)c(Cl)c4)nc4ccccc43)CC2)CCCCCCC1,302,6.52,B,CHEMBL233,Mu opioid receptor,CHEMBL1649335,Displacement of [3H]DAMGO from human MOP receptor expressed in CHO-K1 cells after 45 mins,1,Scientific Literature,Bioorg Med Chem,2010,470.03,6.61,intermediate,1,13,7
CHEMBL1650843,OCC1(N2CCC(n3c(-c4ccc(Cl)cc4)nc4ccccc43)CC2)CCCCCCC1,178,6.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1649335,Displacement of [3H]DAMGO from human MOP receptor expressed in CHO-K1 cells after 45 mins,1,Scientific Literature,Bioorg Med Chem,2010,452.04,6.47,intermediate,1,13,7
CHEMBL1650847,CN1CCN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CC1,229,6.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1649335,Displacement of [3H]DAMGO from human MOP receptor expressed in CHO-K1 cells after 45 mins,1,Scientific Literature,Bioorg Med Chem,2010,439.65,3.9,intermediate,1,13,2
CHEMBL1650851,O=c1[nH]c2ccccc2n1C1CCN(C2(CO)CCCCCCC2)CC1,16,7.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1649335,Displacement of [3H]DAMGO from human MOP receptor expressed in CHO-K1 cells after 45 mins,1,Scientific Literature,Bioorg Med Chem,2010,357.5,3.44,active,2,12,3
CHEMBL1672177,Cl.Oc1cccc([C@]23CCC[C@H](C2)N(C/C=C/c2ccccc2)CC3)c1,2,8.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1671786,Displacement of [125I]IOXY from human recombinant mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2011,369.94,4.99,highly_active,3,10,1
CHEMBL1672178,Cl.Oc1cccc([C@@]23CCC[C@@H](C2)N(C/C=C/c2ccccc2)CC3)c1,6,8.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1671786,Displacement of [125I]IOXY from human recombinant mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2011,369.94,4.99,highly_active,3,10,2
CHEMBL1672179,Cl.Oc1cccc([C@]23CCC[C@H](C2)N(C/C=C\c2ccccc2)CC3)c1,26,7.58,B,CHEMBL233,Mu opioid receptor,CHEMBL1671786,Displacement of [125I]IOXY from human recombinant mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2011,369.94,4.99,active,2,10,1
CHEMBL1672180,Cl.Oc1cccc([C@@]23CCC[C@@H](C2)N(C/C=C\c2ccccc2)CC3)c1,14,7.85,B,CHEMBL233,Mu opioid receptor,CHEMBL1671786,Displacement of [125I]IOXY from human recombinant mu opioid receptor expressed in CHO cells,1,Scientific Literature,J Med Chem,2011,369.94,4.99,active,2,10,1
CHEMBL169552,CO[C@@]12CCC3(C[C@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4C3(CCN1C)[C@H]2O5,0.6,9.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1132136,Binding affinity towards human mu opioid receptor in CHO cells using [3H]- DAMGO as radioligand,1,Scientific Literature,Bioorg Med Chem Lett,1999,427.59,3.63,highly_active,3,13,1
CHEMBL1701,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,920,6.04,B,CHEMBL233,Mu opioid receptor,CHEMBL1287706,Binding affinity at mu-opioid receptor,1,Scientific Literature,Bioorg Med Chem,2010,283.8,2.21,intermediate,1,30,21
CHEMBL1766024,CNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,3,8.52,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,367.56,4.81,highly_active,3,12,10
CHEMBL1766025,CCNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,4.7,8.33,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,381.59,5.2,highly_active,3,12,10
CHEMBL1766026,FC(F)(F)CNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,21,7.68,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,435.56,5.74,active,2,12,10
CHEMBL1766027,CCCNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,17,7.77,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,395.62,5.59,active,2,12,10
CHEMBL1766028,CC(=O)Nc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,57,7.24,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,395.57,4.72,active,2,12,10
CHEMBL1766033,CCNC(=S)Nc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,130,6.89,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,440.68,5.07,intermediate,1,12,10
CHEMBL1766036,CN(C)c1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,10,8,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,381.59,4.83,highly_active,3,12,10
CHEMBL1766037,CC(=O)N(C)c1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,110,6.96,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,409.6,4.75,intermediate,1,12,10
CHEMBL1766038,CCN(C(C)=O)c1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,86,7.07,B,CHEMBL233,Mu opioid receptor,CHEMBL1765082,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,J Med Chem,2011,423.63,5.14,active,2,12,10
CHEMBL1774946,CO[C@@]12CCCC[C@@]13CCN(CC1CCC1)[C@@H]2Cc1ccc(O)cc13,0.14,9.85,B,CHEMBL233,Mu opioid receptor,CHEMBL1772956,Displacement of [3H]DAMGO from human mu-opioid receptor expressed in CHO cells after 60 mins by scintillation counting,1,Scientific Literature,Bioorg Med Chem,2011,341.5,4.02,highly_active,3,35,10
CHEMBL178318,Cc1ccc(Cl)c(OC(CC(C)C)C(O)CN2CCC(n3c(O)nc4ccccc43)CC2)c1,166,6.78,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005,472.03,5.2,intermediate,1,20,20
CHEMBL1795711,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccc(I)c1,2.5,8.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1795226,Displacement of [3H]-DAMGO from MOR-1 expressed in CHO cells after 150 mins,1,Scientific Literature,Bioorg Med Chem Lett,2011,572.44,3.36,highly_active,3,48,19
CHEMBL1797689,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CC2)C1,0.769,9.11,B,CHEMBL233,Mu opioid receptor,CHEMBL3785070,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membranes,1,Scientific Literature,Bioorg Med Chem,2016,327.42,2.15,highly_active,3,17,11
CHEMBL179797,Cc1cc(OC(CCN2CCC(n3c(O)nc4ccccc43)CC2)C(C)C)ccc1F,103,6.99,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005,425.55,5.32,intermediate,1,20,20
CHEMBL180402,Cc1ccc(Cl)c(OCCCN2CCC(n3c(O)nc4ccccc43)CC2)c1,410,6.39,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005,399.92,4.81,intermediate,1,20,20
CHEMBL180499,Cc1ccc([N+](=O)[O-])cc1OC(CCN1CCC(n2c(O)nc3ccccc32)CC1)C(C)C,196,6.71,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005,452.56,5.09,intermediate,1,20,20
CHEMBL181389,Cc1ccc(N)cc1OC(CCN1CCC(n2c(O)nc3ccccc32)CC1)C(C)C,47,7.33,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005,422.57,4.76,active,2,20,20
CHEMBL181545,CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CC(=O)OC(C)(C)C)S3(=O)=O)CC2)CC1,289,6.54,B,CHEMBL233,Mu opioid receptor,CHEMBL1137888,Inhibition of [3H]diprenorphine binding to human Opioid receptor mu 1,1,Scientific Literature,Bioorg Med Chem Lett,2004,505.73,4.57,intermediate,1,10,10
CHEMBL1818222,CC(C)CN(C)Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,684,6.17,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,386.56,4.23,intermediate,1,11,6
CHEMBL1818223,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)nc1,763,6.12,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,373.52,3.28,intermediate,1,11,1
CHEMBL1818228,CC(C)(C)CCNCc1ccc(-c2cnccc2S(=O)(=O)N2CCCC2)cc1,1327,5.88,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,401.58,4.06,inactive,0,11,1
CHEMBL1818230,CC(C)CNCc1ccc(-c2cccnc2S(=O)(=O)N2CCCC2)cc1,163,6.79,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,373.52,3.28,intermediate,1,11,2
CHEMBL1818232,CC(C)(C)CCNCc1ccc(-c2cccnc2S(=O)(=O)N2CCCC2)cc1,39,7.41,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,401.58,4.06,active,2,11,2
CHEMBL1818237,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cn1,932,6.03,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,373.52,3.28,intermediate,1,11,1
CHEMBL181830,CCc1ccccc1OC(CCN1CCC(n2c(O)nc3ccccc32)CC1)C(C)C,23,7.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1144273,Binding affinity towards human opioid receptor mu 1 was determined by using [3H]diprenorphine as radioligand expressed in Chinese hamster ovary (CHO) cells,1,Scientific Literature,Bioorg Med Chem Lett,2005,421.58,5.43,active,2,20,20
CHEMBL1818329,COC[C@H](C)NCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,433,6.36,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,388.53,3.26,intermediate,1,11,6
CHEMBL1818331,CN(C)CCNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,101,7,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,387.55,2.79,active,2,11,6
CHEMBL1818336,CO[C@@H]1CCCN1S(=O)(=O)c1ccccc1-c1ccc(CNCC(C)C)cc1,109,6.96,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,402.56,3.86,intermediate,1,11,6
CHEMBL1818338,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)NC(C)C)cc1,508,6.29,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,360.52,3.79,intermediate,1,30,1
CHEMBL1818340,CC(C)N(C)S(=O)(=O)c1ccccc1-c1ccc(CN2CCCCC2)cc1,1260,5.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1817540,Displacement of [3H]diprenorphine from human mu opioid receptor expressed in CHO cells after 1 hr by liquid scintillation counting,1,Scientific Literature,J Med Chem,2011,386.56,4.37,inactive,0,29,1
