,ID,SMILES,Ki,pKi,Assay Type,Target ChEMBL ID,Target Name,Document ChEMBL ID,Assay Description,Source ID,Source Description,Document Journal,Document Year,Molecular Weight,AlogP,bioactivity,bio_code
71,CHEMBL1081192,CNC(=O)CN1Cc2ccccc2N(C2CCN(C3CCC(C(C)C)CC3)CC2)S1(=O)=O,12.0,7.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,462.66,2.98,active,2
72,CHEMBL1081250,CCCCCCCCC(O)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,7.4,8.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1154976,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membranes after 60 mins by scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,467.74,7.04,highly_active,3
73,CHEMBL1081608,OC(COc1ccccc1)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,6.5,8.19,B,CHEMBL233,Mu opioid receptor,CHEMBL1154976,Displacement of [3H]DAMGO from human mu opioid receptor expressed in CHO cell membranes after 60 mins by scintillation counting,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,461.65,5.36,highly_active,3
74,CHEMBL1081741,CNC(=O)CN1C(=O)OC2(CCN(C3CCCCCC3)CC2)c2ccccc21,527.0,6.28,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,385.51,3.40,intermediate,1
75,CHEMBL1082013,Cc1cccc(O)c1C(=O)C1=CCN2CCC[C@@H]12,3200.0,5.5,B,CHEMBL233,Mu opioid receptor,CHEMBL1154971,Displacement of [3H]DAMGO from human mu opioid receptor expressed in HEK293 cells,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,243.31,2.29,inactive,0
76,CHEMBL1082092,CNC(=O)CN1Cc2ccccc2N(C2CCN(C3CCC(C(C)C)CC3)CC2)C1=O,21.0,7.68,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,426.61,3.85,active,2
77,CHEMBL108417,CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,10620.0,4.97,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,300.83,4.18,inactive,0
78,CHEMBL108608,COc1ccc2c(c1O)[C@]13CCN(C)C(C2)[C@@]12C/C(=C\c1ccccc1)[C@@H]3c1[nH]c3ccccc3c1C2,6.3,8.2,B,CHEMBL233,Mu opioid receptor,CHEMBL1145844,Binding affinity for human Opioid receptor mu 1 transfected into chinese hamster ovary cells by displacing [3H]DAMGO radioligand,1,Scientific Literature,J Med Chem,2003.0,488.63,6.19,highly_active,3
79,CHEMBL1086622,CNC(=O)Cn1c(=O)n(C2CCN(C3CCCCCC3)CC2)c2ccccc21,1794.0,5.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,384.52,2.91,inactive,0
80,CHEMBL1086749,CNC(=O)Cn1c(=O)n(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,608.0,6.22,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,398.55,3.30,intermediate,1
81,CHEMBL10872,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccccc2CN1,33.1,7.48,B,CHEMBL233,Mu opioid receptor,CHEMBL1145840,Binding affinity towards human cloned Opioid receptor mu 1 using [3H]DAMGO,1,Scientific Literature,J Med Chem,2003.0,449.64,3.85,active,2
82,CHEMBL1087276,CNC(=O)Cn1c(=O)n(C2CCN(C3CCC(C)(C)CC3(C)C)CC2)c2ccccc21,47.0,7.33,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,426.61,3.79,active,2
83,CHEMBL1087278,CNC(=O)Cn1c(=O)n(C2CCN(C3CCC4CCCCC4C3)CC2)c2ccccc21,127.0,6.9,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,424.59,3.54,intermediate,1
84,CHEMBL1087370,CNC(=O)Cn1c(=O)n(C2CCN(CC3CCCCC3)CC2)c2ccccc21,1883.0,5.72,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,384.52,2.77,inactive,0
85,CHEMBL1087531,CNC(=O)Cn1c(=O)n(C2CCN(C3CCCC3(C)C)CC2)c2ccccc21,350.0,6.46,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,384.52,2.76,intermediate,1
86,CHEMBL1087532,CNC(=O)Cn1c(=O)n(C2CCN(C3CCC(C)(C)CC3)CC2)c2ccccc21,282.0,6.55,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,398.55,3.15,intermediate,1
87,CHEMBL1087657,CNC(=O)Cn1c(=O)n(C2CCN(C3CCC(C(C)C)CC3)CC2)c2ccccc21,201.0,6.7,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,412.58,3.40,intermediate,1
88,CHEMBL1087658,CNC(=O)Cn1c(=O)n(C2CCN(C3CCC(C(C)(C)C)CC3)CC2)c2ccccc21,77.0,7.11,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,426.61,3.79,active,2
89,CHEMBL1088036,CNC(=O)Cn1c(=O)n(C2CCN(C3CCCCCCCCC3)CC2)c2ccccc21,11.0,7.96,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,426.61,4.08,active,2
90,CHEMBL1088171,CNC(=O)Cn1c(=O)n(C2CCN(C3CCCC4(CCCCC4)C3)CC2)c2ccccc21,34.0,7.47,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,438.62,4.08,active,2
91,CHEMBL1088569,CNC(=O)Cn1c(=O)n(C2CCN(CCC(C)(C)C)CC2)c2ccccc21,2707.0,5.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1154346,Displacement of [3H]diprenorphine from human MOP receptor expressed in CHOK1 cells,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,372.51,2.62,inactive,0
92,CHEMBL108893,CCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,1815.0,5.74,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,342.91,5.35,inactive,0
93,CHEMBL108894,Cc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1F,152.0,6.82,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,360.48,5.00,intermediate,1
94,CHEMBL108900,CCCCC(c1cc(F)cc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,3975.0,5.4,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,378.89,5.62,inactive,0
95,CHEMBL108904,N[C@@H](c1ccc(Cl)cc1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,586.0,6.23,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,362.9,5.20,intermediate,1
96,CHEMBL108938,CCCC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,40.79,7.39,B,CHEMBL233,Mu opioid receptor,CHEMBL1145106,Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells,1,Scientific Literature,J Med Chem,2003.0,526.68,4.48,active,2
97,CHEMBL108995,CCCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,1939.0,5.71,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,356.94,5.74,inactive,0
98,CHEMBL109009,O=C(NCCCCc1ccccc1)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,37.05,7.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1145106,Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells,1,Scientific Literature,J Med Chem,2003.0,589.74,5.33,active,2
99,CHEMBL109040,COc1ccc2c(c1O)[C@]13CCN(C)C(C2)[C@]12CCC(=O)[C@H]3/C(=C/c1ccccc1)C2,0.43,9.37,B,CHEMBL233,Mu opioid receptor,CHEMBL1145844,Binding affinity for human Opioid receptor mu 1 transfected into chinese hamster ovary cells by displacing [3H]DAMGO radioligand,1,Scientific Literature,J Med Chem,2003.0,415.53,4.35,highly_active,3
100,CHEMBL1091995,O=CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,420.0,6.38,B,CHEMBL233,Mu opioid receptor,CHEMBL1156939,Binding affinity to mu opioid receptor,1,Scientific Literature,J Med Chem,2010.0,299.33,0.72,intermediate,1
101,CHEMBL1094237,CCC(=O)N1C[C@H]2[C@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,650.0,6.19,B,CHEMBL233,Mu opioid receptor,CHEMBL1157818,Displacement of [3H]naloxone from human mu opioid receptor expressed in CHOK1 cells,1,Scientific Literature,J Med Chem,2010.0,438.4,3.61,intermediate,1
102,CHEMBL1094880,COC(=O)N1C[C@H]2[C@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,140.0,6.85,B,CHEMBL233,Mu opioid receptor,CHEMBL1157818,Displacement of [3H]naloxone from human mu opioid receptor expressed in CHOK1 cells,1,Scientific Literature,J Med Chem,2010.0,440.37,3.44,intermediate,1
103,CHEMBL109509,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(Cc2ccc(C(F)(F)F)cc2)CC1,104.0,6.98,B,CHEMBL233,Mu opioid receptor,CHEMBL1137050,Binding affinity for recombinant human mu-opioid receptor was determined by using [3H]- diprenophine radioligand,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,437.81,5.86,intermediate,1
104,CHEMBL1095521,O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@H]2CC[C@@H](N3CCCC3)[C@@H]1CN2Cc1ccccc1,470.0,6.33,B,CHEMBL233,Mu opioid receptor,CHEMBL1157818,Displacement of [3H]naloxone from human mu opioid receptor expressed in CHOK1 cells,1,Scientific Literature,J Med Chem,2010.0,472.46,4.88,intermediate,1
105,CHEMBL1096473,O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@@H]2CC[C@@H](N3CCCC3)[C@H]1CN2Cc1ccccc1,1150.0,5.94,B,CHEMBL233,Mu opioid receptor,CHEMBL1157818,Displacement of [3H]naloxone from human mu opioid receptor expressed in CHOK1 cells,1,Scientific Literature,J Med Chem,2010.0,472.46,4.88,inactive,0
106,CHEMBL1096474,O=C(Cc1ccc(Cl)c(Cl)c1)N1C[C@H]2CC[C@H](N3CCCC3)[C@@H]1CN2Cc1ccccc1,180.0,6.75,B,CHEMBL233,Mu opioid receptor,CHEMBL1157818,Displacement of [3H]naloxone from human mu opioid receptor expressed in CHOK1 cells,1,Scientific Literature,J Med Chem,2010.0,472.46,4.88,intermediate,1
107,CHEMBL1096475,COC(=O)N1C[C@H]2[C@@H](N3CCCC3)CC[C@@H]1CN2C(=O)Cc1ccc(Cl)c(Cl)c1,6120.0,5.21,B,CHEMBL233,Mu opioid receptor,CHEMBL1157818,Displacement of [3H]naloxone from human mu opioid receptor expressed in CHOK1 cells,1,Scientific Literature,J Med Chem,2010.0,440.37,3.44,inactive,0
108,CHEMBL109659,Cc1cc(O)cc(C)c1C[C@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,192.0,6.72,B,CHEMBL233,Mu opioid receptor,CHEMBL1134161,Tested for binding affinity towards Opioid receptor mu 1 in rat and guinea pig brain membrane binding assays,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,595.74,1.55,intermediate,1
109,CHEMBL110124,COc1ccc2c(c1O)[C@]13CCN(C)C(C2)[C@]12CCC(=O)[C@H]3/C(=C(\C)c1ccccc1)C2,4.54,8.34,B,CHEMBL233,Mu opioid receptor,CHEMBL1145844,Binding affinity for human Opioid receptor mu 1 transfected into chinese hamster ovary cells by displacing [3H]DAMGO radioligand,1,Scientific Literature,J Med Chem,2003.0,429.56,4.74,highly_active,3
110,CHEMBL110126,Cc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1,488.0,6.31,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,342.49,4.86,intermediate,1
111,CHEMBL110138,Cc1ccc(C(c2ccc(C)cc2)N2CC[C@H]2[C@H](N)c2cccc(Cl)c2)cc1,801.0,6.1,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,390.96,5.82,intermediate,1
112,CHEMBL110379,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,1599.0,5.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,360.9,5.48,inactive,0
113,CHEMBL110461,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)c2[nH]c4ccccc4c2C[C@@]3(C/C=C/c2ccccc2)C1C5,43.8,7.36,B,CHEMBL233,Mu opioid receptor,CHEMBL1145844,Binding affinity for human Opioid receptor mu 1 transfected into chinese hamster ovary cells by displacing [3H]DAMGO radioligand,1,Scientific Literature,J Med Chem,2003.0,488.63,6.33,active,2
114,CHEMBL110487,CCCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,30.97,7.51,B,CHEMBL233,Mu opioid receptor,CHEMBL1145106,Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells,1,Scientific Literature,J Med Chem,2003.0,527.67,4.03,active,2
115,CHEMBL110816,CCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,22.97,7.64,B,CHEMBL233,Mu opioid receptor,CHEMBL1145106,Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells,1,Scientific Literature,J Med Chem,2003.0,513.64,3.64,active,2
116,CHEMBL110894,CCCCC/N=C(\N)Cc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,25.29,7.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1145106,Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells,1,Scientific Literature,J Med Chem,2003.0,540.71,4.66,active,2
117,CHEMBL110933,CCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,4130.0,5.38,B,CHEMBL233,Mu opioid receptor,CHEMBL1134945,Binding affinity at human opioid receptor mu 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.12 nM,1,Scientific Literature,Bioorg Med Chem Lett,2002.0,328.89,4.96,inactive,0
118,CHEMBL111233,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(Cc2ccc3ccccc3c2)CC1,2.5,8.6,B,CHEMBL233,Mu opioid receptor,CHEMBL1137050,Binding affinity for recombinant human mu-opioid receptor was determined by using [3H]- diprenophine radioligand,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,419.87,6.00,highly_active,3
119,CHEMBL111530,O=C(NCc1ccccc1)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,43.95,7.36,B,CHEMBL233,Mu opioid receptor,CHEMBL1145106,Ability to displace [3H]DAMGO from human recombinant Opioid receptor mu 1 in CHO cells,1,Scientific Literature,J Med Chem,2003.0,547.66,4.50,active,2
120,CHEMBL112035,CN1CCC23c4c5ccc(O)c4OC2c2n[nH]cc2CC3(O)C1C5,1.72,8.76,B,CHEMBL233,Mu opioid receptor,CHEMBL1131901,Binding affinity towards human opioid Mu receptor transfected into Chinese hamster ovary (CHO) cells using [3H]DAMGO as radioligand,1,Scientific Literature,Bioorg Med Chem Lett,1999.0,325.37,1.03,highly_active,3
121,CHEMBL112656,CN1CCC23c4c5ccc(O)c4OC2c2nc(-c4ccccc4)ncc2CC3(O)C1C5,7.34,8.13,B,CHEMBL233,Mu opioid receptor,CHEMBL1131901,Binding affinity towards human opioid Mu receptor transfected into Chinese hamster ovary (CHO) cells using [3H]DAMGO as radioligand,1,Scientific Literature,Bioorg Med Chem Lett,1999.0,413.48,2.77,highly_active,3
122,CHEMBL113703,CCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,3.4,8.47,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,273.42,3.72,highly_active,3
123,CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,3907.0,5.41,B,CHEMBL233,Mu opioid receptor,CHEMBL1909046,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",15,DrugMatrix,,,670.86,3.09,inactive,0
124,CHEMBL114123,CCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,39.0,7.41,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,301.47,4.50,active,2
125,CHEMBL114163,CCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,160.0,6.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,329.53,5.28,intermediate,1
126,CHEMBL114203,C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2,54.0,7.27,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,217.31,2.20,active,2
127,CHEMBL114358,CCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,27.0,7.57,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,315.5,4.89,active,2
128,CHEMBL114803,CN1CCC23c4c5ccc(O)c4OC2c2nc(O)ncc2CC3(O)C1C5,3.75,8.43,B,CHEMBL233,Mu opioid receptor,CHEMBL1131901,Binding affinity towards human opioid Mu receptor transfected into Chinese hamster ovary (CHO) cells using [3H]DAMGO as radioligand,1,Scientific Literature,Bioorg Med Chem Lett,1999.0,353.38,0.81,highly_active,3
129,CHEMBL115917,C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2C,4.2,8.38,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,231.34,2.55,highly_active,3
130,CHEMBL115998,CCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@H]2C,259.0,6.59,B,CHEMBL233,Mu opioid receptor,CHEMBL1127360,Inhibition against mu receptor from displacement studies using 0.5 nM [3H]-DAMGO in rhesus monkey cortex membrane,1,Scientific Literature,J Med Chem,1994.0,315.5,4.89,intermediate,1
131,CHEMBL1161412,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1.2,8.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,559.71,2.62,highly_active,3
132,CHEMBL1161413,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,0.24,9.62,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,516.68,3.76,highly_active,3
133,CHEMBL1161414,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.17,9.77,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,559.71,2.62,highly_active,3
134,CHEMBL1161415,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1.2,8.92,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,559.71,2.62,highly_active,3
135,CHEMBL1161416,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.42,9.38,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,559.71,2.62,highly_active,3
136,CHEMBL1161417,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1.6,8.8,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,559.71,2.62,highly_active,3
137,CHEMBL1161419,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1,0.69,9.16,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,555.68,1.49,highly_active,3
138,CHEMBL1161422,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,0.72,9.14,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,516.68,3.76,highly_active,3
139,CHEMBL1161423,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)O[C@H](CO)Cc1ccccc1,0.44,9.36,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,547.69,3.55,highly_active,3
140,CHEMBL1161424,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)OCCc1ccccc1,0.24,9.62,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,517.67,4.19,highly_active,3
141,CHEMBL1161425,Cc1cc(O)cc(C)c1C[C@H](N)[C@@H](O)C/C=C/[C@H](O)[C@@H](Cc1ccccc1)C(=O)O[C@@H](Cc1ccccc1)C(N)=O,0.45,9.35,B,CHEMBL233,Mu opioid receptor,CHEMBL1145973,Displacement of [3H]DAMGO from human Opioid receptor mu 1 expressing CHO cells,1,Scientific Literature,J Med Chem,2003.0,560.69,3.05,highly_active,3
